player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
AJTTSH,210218,1.05,0.67,130296.6,150,1,0.07,14,9.3,149,2129.67,2240.14,130.12,0.22,0.89,1.05,2518.56,0,0.01,0,868.64,0.09,157,9,0,0,33,0.21,0,2,1,1,7,3,0,20,1961.75,1961.75,868.64,1751,206113.6,171670,377783.6,1374.09,1144.47,324.69,133,0,204,19518.17,0,1.19,3.45,104580.58,116,4,0.07,28,24.1,112,1932.52,2171.21,155.98,0.16,1.28,1.15,3704.45,0.2,0.02,0,901.56,0.24,133,43,0,0,19,0.14,2,2,2,2,8,4,0,14,1912.46,1912.46,928.33,2616,156309.23,273406.62,429715.85,1323.77,1880.81,245.96,148,23,131,18093.34,78,1.04,5.58,526511.8,484,27,0.12,226,46.7,457,2712.61,2743.15,150.26,0.14,1.57,0.99,4018.38,0.22,0,0.01,1087.83,0.47,477,212,0,3,70,0.15,11,0,0,0,7,4,0,26,2024.85,2024.85,1087.83,2265,804268.5,1140628,1944896,1661.71,2356.67,444.21,762,105,662,72724.3,493
Storsnorre,6680,4.58,15.38,35115.37,39,6,0.86,9,23.1,33,2078.02,2095.3,424.92,0.74,2.56,3.87,2715.36,0,0.03,0,900.39,0.23,151,9,0,0,29,0.19,2,1,25,32,20,2,0,10,2177.81,2177.81,1081.04,3924,40926.06,64972.85,105898.91,1251.93,2056.84,479.34,100,0,83,16571.88,0,1.68,5.56,55502.76,72,4,0.24,16,22.2,68,1909.82,1905.7,212.35,0.33,1.88,1.58,2389.28,0.11,0.01,0,770.87,0.22,114,30,0,0,24,0.21,4,1,24,35,11,2,0,16,1914.61,1914.61,908.37,3766,65019.95,107008.53,172028.44,1510.32,1325.12,404.52,135,8,77,15289.29,65,2.22,21.72,516423.38,373,81,0.34,274,73.5,292,2615.4,2650.77,242.09,0.23,2.82,1.74,5740.12,0.25,0.02,0.01,1384.51,0.73,649,296,1,2,86,0.13,19,7,29,32,9,5,0,60,2177.58,2177.58,1400.43,5309,647342.95,1493720.81,2141064.06,1939.03,3071.96,548.85,1050,93,696,90299.51,531
Mizeloble,18158,2.07,3.33,43066.74,30,1,0.02,17,56.7,29,2075.82,2017.45,239.61,0.3,0.97,2,6075.32,0,0.07,0,1435.56,0.57,60,2,0,0,9,0.15,1,2,12,12,8,2,0,16,2180.24,2180.24,1545.45,3807,50977.56,131282.13,182259.67,1511,5112.4,290.07,29,0,75,7188.21,0,1.08,5.07,153078.5,138,7,0.07,52,37.7,131,2148.31,2167.72,147.31,0.14,1.38,1.03,4555.76,0.12,0.02,0.02,1109.26,0.38,142,49,3,3,19,0.13,1,3,5,10,7,3,0,22,1997.42,1997.42,1343.78,2833,260379.47,368315.71,628695.08,3088.86,1830.54,284.24,191,16,227,20328.72,102,0.95,5.34,549708.82,468,25,0.05,261,55.8,443,2779.42,2807.19,131.63,0.11,1.6,0.9,4790.74,0.26,0,0.01,1174.59,0.56,422,221,0,6,52,0.12,20,2,5,5,6,3,0,47,2183.57,2183.57,1028.47,3340,834650.99,1407412.41,2242064.31,1548.17,3126.6,531.72,747,124,668,61601.08,374
KHR_-OV,92174,0.9,0,94675.34,107,0,0,14,13.1,107,2061.48,2099.89,119.68,0.17,1.59,0.9,2010.75,0,0.02,0.01,884.82,0.13,96,7,1,1,18,0.19,0,2,0,0,5,2,0,39,1996.71,1996.71,828.77,4698,167839.61,47310.78,215150.38,2015.58,119.01,273.54,170,0,108,12806.12,0,0.74,3.03,85425.29,99,3,0.15,20,20.2,96,1999.88,2018.58,101.52,0.08,1.44,0.72,2977.63,0.1,0,0.02,862.88,0.2,71,22,1,2,8,0.11,0,0,1,1,5,2,0,21,2191.3,2191.3,862.88,1678,127310.9,167474.7,294785.6,1285.97,1691.66,233.25,143,10,75,10050.67,44,0.67,4.13,603920.46,606,25,0.16,238,39.3,581,2540.56,2662.44,89.08,0.09,2.4,0.64,3499.57,0.16,0,0.04,996.57,0.39,387,187,7,24,52,0.13,7,1,6,22,11,3,0,46,2189.25,2189.25,830.67,4365,905847.81,1214893.44,2120740.86,998.22,1679.25,361.91,1456,99,484,53985.14,353
DouyuTV_2311723,130996,4.47,15.79,45188.25,38,6,0.33,10,26.3,32,2376.79,2293.33,429.35,0.95,1.61,3.76,4244.22,0,0.08,0,1189.16,0.26,143,7,0,0,36,0.25,3,3,22,31,12,2,0,14,2017.63,2017.63,1147.45,3042,63188.4,98091.96,161280.36,1776.17,2025.01,205.15,61,0,85,16315.43,0,3.41,25,565129.05,376,94,0.63,238,63.3,282,2755.13,2785.94,329.49,0.43,2.61,2.56,6399.8,0.27,0.02,0.01,1503,0.63,963,372,1,2,162,0.17,35,7,24,24,11,3,0,33,2183.36,2183.36,1325.94,4531,757849.28,1648473.58,2406322.95,1868.2,3548.99,387.5,983,103,1129,123887.18,507,2.9,15.08,309360.82,252,38,0.27,134,53.2,214,2678.22,2735.53,336.05,0.43,2.83,2.46,4483.92,0.4,0.01,0.01,1227.62,0.53,620,254,0,3,109,0.18,32,2,62,115,13,4,0,34,2183.64,2183.64,1263.97,5025,497562.12,632385.21,1129947.31,2006.19,2559.34,1972.8,712,102,574,84685.58,535
Kimchibear,890,5,100,1905,1,1,1,1,100,0,1342.36,1200,564.9,1,1,5,7864.76,0,0,0,1905,1,5,0,0,0,1,0.2,0,0,5,5,5,1,0,1,1905,1905,1905,1128,3076.64,4788.12,7864.76,3076.64,4788.12,24.82,1,0,5,564.9,0,4.5,33.33,5034.39,3,1,0.25,3,100,2,1321.46,1247.1,273.34,0.33,1.67,3,8526.64,0.33,0,0,1678.13,1,9,0,0,0,1,0.11,0,0,9,9,5,2,0,3,1897.97,1897.97,1671.18,2155,7664.26,17915.66,25579.93,2561.53,5091.88,323.28,5,1,8,820.03,6,2.95,28.71,328107.8,209,60,0.55,174,83.3,149,2652.87,2667.79,272.57,0.42,2.65,2.1,6488.16,0.33,0,0.01,1569.89,0.83,439,169,0,3,88,0.2,5,1,34,58,10,3,0,47,2082.94,2082.94,1579.66,4780,459685.84,896340.11,1356026.38,2190.83,4110.37,905.49,554,69,538,56966.74,358
UAHAN,217078,4.77,18.75,16263.29,16,3,0.75,4,25,13,1822.31,1829.17,391.89,1.31,2.56,3.88,2898.51,0,0,0.06,1016.46,0.25,62,3,1,1,21,0.34,1,0,2,2,12,3,0,11,1983.26,1983.26,1016.46,1495,34503.39,11872.74,46376.13,2156.46,742.05,228.78,41,0,43,6270.2,0,2.25,8.46,126401.8,130,11,0.24,46,35.4,119,2093.68,2205.32,254.19,0.55,2.16,2.06,3051.97,0.1,0.01,0.05,972.32,0.35,268,49,1,7,71,0.26,0,1,17,17,10,3,0,24,2010.79,2010.79,972.32,1706,218991.1,177765.1,396756.1,1684.55,1367.42,369,281,13,254,33044.5,164,1.84,8.01,448111.3,437,35,0.19,182,41.6,402,2651.21,2677.66,243.75,0.41,1.93,1.69,3214.88,0.23,0.01,0.04,1025.43,0.42,738,211,3,19,178,0.24,12,4,4,4,12,4,0,42,2125.08,2125.08,1025.43,2201,755106.1,649796.5,1404903,1727.93,1486.95,417.43,844,102,733,106517.5,695
Naru9912,68455,1.6,5.8,79354.38,69,4,0.18,18,26.1,65,2076.49,2055.18,167.84,0.2,1.48,1.51,3960.42,0,0.1,0,1150.06,0.26,104,4,0,0,14,0.13,0,7,7,13,13,1,0,23,2189.33,2189.33,1061.85,4109,99808.65,173460.37,273269.02,1347.11,1972.44,342.53,102,0,139,11580.9,0,4,25,7016.17,4,1,0.25,4,100,3,1366.6,1334.9,227.72,0,4.5,3,7983.32,0.25,0,0,1754.04,1,12,1,0,0,0,0,0,0,5,5,5,2,0,3,1961.04,1961.04,1754.04,1136,9928.88,22004.39,31933.28,2482.22,5501.1,364.94,18,1,16,910.89,4,1.05,8.1,857319.57,765,62,0.5,406,53.1,703,2726.36,2816.65,143.11,0.15,1.77,0.96,4180.23,0.24,0.01,0.01,1120.68,0.53,737,349,3,8,116,0.16,29,4,31,35,6,3,0,45,2190.34,2190.34,1316.19,3622,1082979.9,2114893.32,3197873.23,1567.06,3377.86,382.89,1351,184,1056,109479.69,657
hitmank,139727,4.68,28.57,53079.91,35,10,0.5,20,57.1,25,2569.42,2559.86,361.59,0.66,1.83,3.34,6694.75,0,0.17,0,1516.57,0.57,117,3,0,0,23,0.2,2,6,16,16,10,4,0,9,2068.09,2068.09,1516.57,2140,72396.93,161919.5,234316.4,2068.48,4626.27,311.15,64,0,178,12655.72,0,2.53,14.13,250828.9,184,26,0.26,100,54.3,158,2515.85,2520.33,289.42,0.35,2.51,2.17,5103.64,0.27,0.02,0,1363.2,0.54,399,104,0,0,65,0.16,9,4,5,64,9,3,0,33,2074.15,2074.15,1363.2,2092,341250.9,597819.3,939070.3,1854.62,3249.02,751.39,461,49,610,53252.4,218,2.02,10.32,199487.4,155,16,0.09,91,58.7,139,2721.34,2726.88,280.63,0.28,2.62,1.81,5107.96,0.32,0.04,0.06,1287.02,0.59,281,102,2,10,44,0.16,15,6,37,63,8,4,0,19,2023.38,2023.38,1583.07,3304,296710.03,495024.4,791734.53,1833.77,4765.83,1082.63,406,49,437,43497.81,284
TeaBoneTV,31315,6.13,28.57,54022.24,42,12,0.21,19,45.2,30,2553.31,2562.67,506.75,1.5,2.26,4.38,5429.52,0,0.07,0,1286.24,0.45,184,8,0,0,63,0.34,0,3,5,54,14,3,0,23,1958.69,1958.69,1293.65,4161,86246.28,141793.62,228039.91,2305.06,4840.78,468.8,95,0,149,21283.6,0,6.43,40,241146.45,150,60,0.72,116,77.3,90,2688.53,2703.57,502.02,0.95,4.09,3.86,7503.97,0.27,0.01,0.01,1607.64,0.77,579,193,0,2,143,0.25,6,2,57,188,13,4,0,30,2176.86,2176.86,1466.56,5360,362506.23,763088.53,1125594.78,2638.35,3637.54,673.95,614,40,612,75302.69,337,11.17,52.63,54724.78,38,20,0.83,27,71.1,18,2233.12,2258.8,707.8,1.08,4.26,5.29,5570.56,0.42,0.03,0.03,1440.13,0.71,201,78,0,1,41,0.2,2,1,65,71,21,5,0,14,1962.94,1962.94,1580.09,5890,101397.71,110283.49,211681.16,2644.91,4399.01,660.42,162,16,139,26896.48,186
Cheetah-kim,209269,1.34,2.86,540710.9,595,17,0.18,97,16.3,578,2698.76,2816.14,158.72,0.3,2.11,1.31,3397.51,0,0.02,0.01,908.76,0.16,777,35,6,6,176,0.23,3,13,21,21,11,3,0,37,2131.37,2131.37,908.76,2243,752513.3,1269004,2021517,1264.73,2132.78,304.3,1256,0,1018,94441.1,0,1.51,5.45,183021.5,202,11,0.21,53,26.2,191,2320.72,2310.56,173.47,0.28,2.1,1.43,3455.37,0.14,0.01,0.01,906.05,0.26,288,54,1,2,56,0.19,2,3,13,13,9,3,0,28,1976.32,1976.32,906.05,1918,312557.5,385426.8,697984.3,1547.31,1908.05,327.67,424,28,272,35041.24,166,1.47,5.03,372390.22,398,20,0.07,141,35.4,378,2513.58,2542.48,183.49,0.23,2.6,1.39,3025.31,0.3,0.02,0.02,935.65,0.35,555,163,2,7,92,0.17,5,6,18,18,9,3,0,36,2054.43,2054.43,1057.06,3145,574689.69,629385.32,1204074.7,1760.92,2253.31,365.06,1033,118,535,73028.34,494
Nbslol,26306,2.87,13.4,130924.52,97,13,0.65,40,41.2,84,2366.62,2363.2,303.96,0.46,3.38,2.48,6189.36,0,0.05,0.01,1349.74,0.41,241,18,1,1,45,0.19,4,5,12,25,10,2,0,29,2183.14,2183.14,1748.98,3089,167941.48,432426.26,600367.84,2637.87,4471.29,308.71,328,0,296,29484.6,0,2.62,16,299286.88,225,36,0.39,131,58.2,189,2399.14,2426.2,308.97,0.46,3.43,2.2,5737.58,0.16,0.01,0,1330.16,0.58,496,163,0,1,103,0.21,10,3,15,37,11,4,0,43,2182.09,2182.09,983.73,5695,389017.76,901937.5,1290955.16,995.12,1579.42,422.19,772,36,611,69519.1,293,2.62,25.24,455401.03,317,80,0.24,255,80.4,237,2647.59,2636.85,299.43,0.28,3.18,1.96,6368.61,0.31,0.06,0.01,1436.6,0.8,622,362,2,2,89,0.14,16,19,37,80,13,4,0,45,2098.43,2098.43,1221.9,3894,606218.05,1412631.38,2018849.4,1662.3,3345.18,564.63,1009,99,761,94919.26,546
LastBurn,51124,1.52,5.39,611316.4,557,30,0.2,150,26.9,527,2776.11,2785.35,169.58,0.23,1.47,1.43,4388.87,0,0.07,0.01,1097.52,0.27,799,62,4,4,127,0.16,12,41,7,7,9,3,0,45,2196.22,2196.22,1097.52,2310,813270.6,1631331,2444602,1460.09,2928.78,352.06,821,0,1261,94457.43,0,1.42,5.56,99145.37,108,6,0.29,34,31.5,102,1872.74,1957.74,172.15,0.19,1.79,1.34,3498.05,0.16,0.02,0.01,918.01,0.31,145,39,0,1,21,0.14,3,2,6,6,10,2,0,18,2027.42,2027.42,1090.02,4345,139204.23,238585.55,377789.81,1515.16,2110.6,326.4,193,17,205,18592.49,92,1.66,10.84,89367.59,83,9,0.17,35,42.2,74,2008.54,2070.54,218.59,0.16,2.02,1.48,3845.71,0.19,0.04,0.01,1076.72,0.42,123,36,1,1,13,0.11,3,3,26,42,10,4,0,17,2116.05,2116.05,1123.33,4195,130198.83,188995.24,319193.98,1519.29,2145.38,212.8,168,16,143,18143.3,119
ADnodap,89516,4,0,3742.41,3,0,0,2,66.7,3,1311.23,1259.15,371.3,0.33,0.33,4,2726.06,0,0,0,1247.47,0.67,12,1,0,0,1,0.08,0,0,4,6,6,1,0,3,1884.72,1884.72,1247.47,1084,6586.37,1591.82,8178.19,2195.46,530.61,302.76,1,0,6,1113.91,0,2.05,7.22,276910,263,19,0.22,87,33.1,244,2362.82,2362.7,231.78,0.35,1.89,1.9,3041.48,0.25,0,0.02,1052.89,0.33,500,118,2,5,92,0.18,7,0,40,40,14,3,0,32,2076.26,2076.26,1052.89,1954,433461.8,366448.6,799910.5,1648.14,1393.34,403.35,498,67,539,60957.82,274,1.86,7.58,606917.49,528,40,0.08,262,49.6,488,2717.73,2710.44,232.24,0.28,1.68,1.72,3854.4,0.34,0,0.01,1149.46,0.5,909,267,3,5,146,0.16,8,1,19,59,14,4,0,43,2180.76,2180.76,1184.74,3298,996774.62,1038348.99,2035123.5,2104.09,2173.92,475.5,889,180,1033,122622.71,800
k1ker,4141,3.23,17.38,433270.24,328,57,0.34,152,46.3,271,2643.59,2616.91,301.19,0.48,1.78,2.67,4620.93,0,0.05,0,1320.95,0.46,876,50,0,0,158,0.18,3,16,44,110,18,3,0,84,2172.07,2172.07,1048.65,8225,497107.88,1018557.27,1515665.17,1210.13,2242.36,363.22,585,0,1120,98791.85,0,3.12,13.97,267379.5,229,32,0.24,106,46.3,197,2498.51,2488.02,336.91,0.38,2.48,2.68,4489.35,0.27,0.03,0,1167.6,0.46,614,138,0,1,86,0.14,8,6,28,28,14,4,0,45,2022.87,2022.87,1231.1,4928,338245.18,689816.44,1028061.65,1799.31,3008.07,514.67,569,62,554,77153.05,340,3.67,29.26,327806.36,229,67,0.26,174,76,162,2674.11,2696.52,315.67,0.37,2.98,2.59,6164.2,0.36,0.02,0.01,1431.47,0.76,594,230,0,3,85,0.14,9,5,44,122,11,4,0,47,2145.83,2145.83,1360.7,5158,450079.94,961521.39,1411601.7,2208.92,3008.84,430.14,682,83,537,72288.26,469
LunaticGom,13493,2,4.76,24782.99,21,1,0.1,5,23.8,20,1699.31,1572.84,220.75,0.43,1,1.9,5286.5,0,0.1,0,1180.14,0.24,40,4,0,0,9,0.22,0,2,9,14,7,3,0,15,1835.25,1835.25,1225.13,2438,37782.43,73234.07,111016.5,1558.23,6682.99,328.08,21,0,35,4635.81,0,2.43,16.07,68358.18,56,9,0.43,24,42.9,47,2152.68,2121.08,246.18,0.41,2,2.04,5112.82,0.23,0.04,0.02,1220.68,0.43,114,23,1,1,23,0.2,2,2,8,17,9,2,0,12,2043.44,2043.44,1137.13,2880,102166.95,184151.17,286318.13,1388.43,2601.78,229.46,112,13,109,13786.01,62,1.46,9.54,319179.82,241,23,0.23,153,63.5,218,2711.72,2726.79,201.56,0.24,1.99,1.32,6073.18,0.23,0.01,0.02,1324.4,0.63,318,119,0,5,58,0.18,11,2,15,69,8,3,0,28,2032.78,2032.78,1175.89,4667,441458.88,1022176.2,1463635.27,1472.76,3533.87,413.43,480,55,400,48575.65,304
EwanHC,438,3.29,13.32,515525.42,398,53,0.22,169,42.5,345,2729.26,2712.94,351.12,0.8,2.85,2.85,5283.86,0,0.02,0,1295.29,0.42,1134,87,1,1,318,0.28,24,9,21,23,18,3,0,66,2185.68,2185.68,1067.98,6656,811902.3,1291072.58,2102975.5,1375.74,2043.33,594.46,1133,0,1185,139744.43,0,4.13,27.66,272599.31,188,52,0.25,120,63.8,136,2371.01,2410.47,377.42,0.68,2.76,2.99,6300.01,0.15,0.07,0,1450,0.64,562,156,0,0,127,0.23,13,13,45,102,10,3,0,25,2091.84,2091.84,1107.77,4503,471565.8,712834.92,1184401.24,1745.89,2267.53,546.71,519,28,506,70955.07,322,2.85,23.53,21347.91,17,4,0.18,11,64.7,13,1953.04,1931.26,254.77,0.41,1.76,2.18,4911.62,0.18,0,0,1255.76,0.65,37,9,0,0,7,0.19,1,0,10,37,6,2,0,5,1890.28,1890.28,1150.58,2587,34459,49038.6,83497.6,1553.12,2136.28,284.58,30,3,25,4331.13,24
hsk44daskReon,210301,5.75,27.27,17994.28,11,3,0.67,7,63.6,8,1726.07,1684.59,413.38,0.82,1,4.18,3941.66,0,0,0,1635.84,0.64,46,0,0,0,9,0.2,0,0,8,8,9,1,0,9,2175.94,2175.94,1740.77,2589,25915.07,17443.22,43358.29,2316.3,2956.94,234.99,11,0,34,4547.15,0,2.36,5.85,211122.14,171,10,0.18,75,43.9,161,2201.84,2202.87,271.4,0.37,2.27,2.22,3414.54,0.21,0.01,0.02,1234.63,0.44,380,52,2,4,64,0.17,4,1,27,89,10,2,0,34,2121.35,2121.35,1335.65,4477,261245.65,322640.28,583885.96,1692.17,2216.08,1035.23,388,36,319,46410.25,215,2.3,13.61,390658.6,316,43,0.25,170,53.8,273,2660.18,2693.75,272.93,0.33,2.41,1.99,3274.72,0.25,0.01,0.02,1236.26,0.54,629,159,2,6,105,0.17,8,2,16,21,12,4,0,45,2186.59,2186.59,1263.52,6004,534435.76,500375.16,1034810.92,1627.19,1935.63,307.31,763,78,548,86245.98,567
POORPOTATO,128394,2.05,8.33,26858.36,24,2,0.13,5,20.8,22,1740.39,1585.29,192.49,0.33,0.88,1.88,2533.32,0,0,0,1119.1,0.21,45,2,0,0,8,0.18,0,0,13,13,10,2,0,13,1910.54,1910.54,980.75,3463,39163.71,21635.96,60799.67,1591.26,327.82,169.59,21,0,42,4619.83,0,1.47,2.23,171055.56,179,4,0.05,47,26.3,175,2081.24,2105.98,173.88,0.18,1.74,1.44,2713.1,0.17,0.01,0.01,955.62,0.26,258,26,1,2,32,0.12,0,1,18,18,9,4,0,22,1970.11,1970.11,1137.44,2821,244107.13,241538.58,485645.71,1674.35,1786.73,307.32,312,30,256,31125.41,154,1.46,6.71,491348.46,447,30,0.21,204,45.6,417,2735.79,2698.16,202.62,0.11,2.12,1.36,3551.02,0.33,0.01,0.03,1099.21,0.46,609,196,5,13,51,0.08,16,5,37,37,8,4,0,46,2054.02,2054.02,1085.8,4826,649275.22,938032.06,1587307.65,1390.57,1892.44,577.87,947,147,769,90570.92,589
Doctor_Jooh,24339,6,0,1840.43,1,0,0,1,100,1,1278.15,1200,625.24,0,1,6,2163.1,0,0,0,1840.43,1,6,0,0,0,0,0,0,0,6,6,6,1,0,1,1840.43,1840.43,1840.43,1054,1803.94,359.17,2163.1,1803.94,359.17,64.13,1,0,1,625.24,0,1.57,8,32157.4,25,2,0.12,16,64,23,1909.45,1876.61,180.39,0.24,2.56,1.44,4955.59,0.16,0,0,1286.3,0.64,36,14,0,0,6,0.17,2,0,1,5,8,2,0,10,2198.91,2198.91,1286.3,1615,46915.39,76974.3,123889.7,1876.62,3078.97,308.27,64,4,43,4509.85,16,0.93,7.03,760594.5,626,44,0.13,328,52.4,582,2784.6,2853.87,143.81,0.12,2.08,0.86,4555.21,0.25,0.01,0.02,1215.01,0.52,541,289,1,13,75,0.14,26,6,14,14,9,4,0,46,2189.84,2189.84,1215.01,2345,1083102,1768460,2851562,1730.2,2825.02,442.49,1299,155,619,90027.35,529
MarketKor,28222,2.28,5.88,31382.06,34,2,0.33,6,17.6,32,1726.82,1722.22,225.59,0.56,0.74,2.15,3072.71,0,0.12,0.03,923,0.18,73,1,1,1,19,0.26,0,4,6,9,10,2,0,15,1982.02,1982.02,923,1400,41672.79,62799.24,104472,1225.67,1847.04,269.2,25,0,39,7670,0,1.81,3.39,55089.43,59,2,0.08,14,23.7,57,1915.72,1981.86,226.64,0.44,1.15,1.75,3376.08,0.1,0,0,933.72,0.24,103,15,0,0,26,0.25,0,0,15,15,8,2,0,17,1938.44,1938.44,924.97,2604,83404.64,115783.76,199188.44,1371.41,1745.59,333.77,68,6,66,13371.7,60,1.23,6.61,487848.39,439,29,0.07,198,45.1,410,2645.72,2666.94,173.92,0.17,1.97,1.15,4291.29,0.21,0,0.02,1111.27,0.45,506,197,4,8,74,0.15,14,1,6,6,9,3,0,42,2046.4,2046.4,1107.04,3200,747033.55,1136843.17,1883877.12,1128.12,6021.04,313.68,865,94,569,76350.25,495
TheDubs,1731,2.83,14.81,32700.35,27,4,0.17,7,25.9,23,1862.93,1853.51,293.16,0.85,1.07,2.41,2660.15,0,0,0,1211.12,0.26,65,2,0,0,23,0.35,0,0,14,16,11,2,0,19,1955.9,1955.9,1245.85,4617,44037.64,27786.35,71823.98,1478.78,518.8,398.79,29,0,40,7915.43,0,3.17,10,22372.37,20,2,0.22,3,15,18,1707.1,1728.67,316.57,0.7,1.9,2.85,2075.52,0.05,0,0.05,1118.62,0.15,57,5,0,1,14,0.25,0,0,7,26,10,2,0,10,1977.29,1977.29,1030.23,3409,32325.52,9184.96,41510.48,1401.06,1853.23,231.22,38,1,31,6331.46,28,3.06,34.48,424339.72,290,100,0.31,238,82.1,190,2724.9,2719.24,278.41,0.37,2.76,2,4211.76,0.33,0,0.02,1463.24,0.82,581,308,1,7,106,0.18,7,1,27,29,10,5,0,42,2056.71,2056.71,1020.61,4572,578371.92,643039.42,1221411.74,1396.72,1114.3,628.69,799,95,613,80739.89,471
nagnol,167496,2.08,10.71,23716.59,28,3,0.75,4,14.3,25,1729.82,1615.19,227.5,0.5,0.68,1.86,2676.32,0,0,0.04,847.02,0.14,52,1,1,1,14,0.27,2,0,8,8,8,2,0,13,1954.23,1954.23,847.02,1435,37398.6,37538.42,74937.02,1335.66,1340.66,507.4,19,0,37,6370.1,0,2.57,11.64,163525.7,146,17,0.29,58,39.7,129,2263.03,2280.32,307.24,0.53,1.74,2.27,3263.74,0.14,0.01,0.03,1120.04,0.4,331,98,1,4,78,0.24,8,2,14,41,12,2,0,25,2180.18,2180.18,1120.04,1855,242890.4,233616.2,476506.7,1663.63,1600.11,357.64,254,20,344,44856.76,202,1.91,13.43,565150.78,484,65,0.19,264,54.5,419,2904.92,2907.79,271.62,0.33,1.83,1.66,4104.13,0.31,0,0,1167.67,0.55,802,344,0,1,159,0.2,23,2,13,30,10,4,0,43,2166.83,2166.83,916.74,5701,780817.99,1205578.24,1986396.73,1101.76,1426.26,450.55,885,151,1016,131464.23,849
uNd2rbar,42254,2.55,11.98,269590.34,217,26,0.16,82,37.8,191,2649.37,2776.32,269.36,0.5,2.49,2.24,5229.81,0,0.05,0.01,1242.35,0.38,487,30,2,2,109,0.22,14,10,19,19,13,3,0,27,2167.03,2167.03,1496.86,3250,327922.01,806946.27,1134868.57,1678.85,3530.93,337.69,541,0,588,58451.36,0,2.61,14.81,69922.59,54,8,0.32,25,46.3,46,2414.09,2415.72,288.42,0.41,4.8,2.22,6292.49,0.31,0.02,0,1294.86,0.46,120,27,0,0,22,0.18,6,1,13,13,11,2,0,8,2177.39,2177.39,1294.86,2002,98053.22,241741.4,339794.6,1815.8,4476.69,351.66,259,17,133,15574.56,68,3.5,33.33,8647.78,6,2,0.5,4,66.7,4,1739.24,1632.77,325.18,0.33,1.83,2.33,6562.37,0.5,0,0,1441.3,0.67,14,11,0,0,2,0.14,0,0,14,14,7,3,0,1,1904.4,1904.4,1441.3,1474,11108.13,28266.08,39374.21,1851.36,4711.01,371.08,11,3,12,1951.08,10
